ID,Address,Suburb,Price,Type,Date,Rooms,Bathroom,Car,LandSize,Age,Latitude,Longitude,train_station_id,distance_to_train_station,travel_min_to_CBD,over_priced?,crime_A_average,crime_B_average,crime_C_average,closest_primary_school,distance_to_closest_primary,primary_school_ranking,closest_secondary_school,distance_to_closest secondary,secondary_school_ranking
ID207783730,6/90 Clowes St,SOUTH YARRA,945000.0,u,24/06/2017,2,1.0,1.0,708.0,49.0,-37.83041,144.98494,22247,841.6537832704195,9.5,True,1245.0,3886.0,447.6666666666667,Melbourne Girls Grammar,143.21594794713195,65,Melbourne Girls Grammar,143.21594794713195,21
ID575337154,712/8 Howard St,RICHMOND,927000.0,u,29/07/2017,2,1.0,2.0,0.0,19.0,-37.83305,144.99745,19959,750.2643315058001,12.62962962962963,True,647.0,2861.3333333333335,222.66666666666666,Richmond Primary School,412.94043544073924,260,Melbourne High School,460.6795604447747,2
ID235703070,9/343 Church St,RICHMOND,715000.0,u,8/07/2017,2,1.0,2.0,2427.0,59.0,-37.82276,144.99866,22247,761.2248370056869,9.5,False,705.3333333333334,5479.666666666667,335.0,Richmond Primary School,758.8347687684721,260,Richmond High School,698.3742773385375,not ranked
ID792332117,1107/12 Yarra St,SOUTH YARRA,425000.0,u,13/08/2016,1,1.0,1.0,0.0,12.0,-37.837,144.9931,19959,174.5504030162778,12.62962962962963,False,1332.6666666666667,5943.666666666667,575.3333333333334,Christ Church Grammar School,682.7142454701914,14,Melbourne High School,195.56970259630415,2
ID850202474,22/49 Walsh St,SOUTH YARRA,567500.0,u,19/11/2016,1,1.0,1.0,0.0,49.0,-37.8368,144.9848,19959,688.0083046815867,12.62962962962963,True,659.0,5219.333333333333,338.3333333333333,Christ Church Grammar School,253.35015498039186,14,Melbourne Girls Grammar,568.6078063987441,21
ID781908898,403/79 River St,SOUTH YARRA,850000.0,u,22/04/2017,2,2.0,2.0,17200.0,19.0,-37.8361,144.9966,19959,456.62546758164297,12.62962962962963,False,1666.0,9333.666666666666,523.0,Richmond Primary School,758.8321957008794,260,Melbourne High School,139.16688005807856,2
ID602832456,10/20 Chambers St,SOUTH YARRA,1430000.0,u,27/05/2017,3,3.0,1.0,913.0,23.0,-37.84014000000001,144.99441000000004,19959,261.65429859095116,12.62962962962963,False,84.33333333333333,293.3333333333333,23.0,Christ Church Grammar School,773.7462313038471,14,Melbourne High School,377.04161450523196,2
ID122832312,1/35 Marne St,SOUTH YARRA,1630000.0,u,10/09/2016,3,1.0,1.0,0.0,39.0,-37.8359,144.9839,19959,794.5893520867136,12.62962962962963,False,1683.6666666666667,8938.666666666666,509.3333333333333,Christ Church Grammar School,376.2082529066136,14,Melbourne Girls Grammar,475.10230159098404,21
ID407540782,10 Coote St,SOUTH MELBOURNE,1185000.0,t,23/04/2016,3,2.0,1.0,111.0,15.0,-37.8341,144.9541,22238,2090.653069119232,3.5,False,659.0,5219.333333333333,338.3333333333333,Galilee Regional Catholic Primary School,237.46531560808268,208,Victorian College Of The Arts Secondary School,1143.1009099414973,not ranked
ID881509679,92/99 Whiteman St,SOUTHBANK,650000.0,u,6/08/2016,2,2.0,1.0,0.0,19.0,-37.8273,144.9556,22238,1414.6075762450325,3.5,False,2403.6666666666665,5212.333333333333,586.6666666666666,South Melbourne Primary School,293.28323959068956,not ranked,Victorian College Of The Arts Secondary School,812.6127521426246,not ranked
ID551218006,34 Bridge St,PORT MELBOURNE,875000.0,h,18/06/2016,2,1.0,1.0,95.0,109.0,-37.8381,144.9465,22238,2844.8131982269974,3.5,False,2489.6666666666665,11817.333333333334,1268.6666666666667,Albert Park Primary School,693.4404020343064,306,Albert Park College,748.7871524474812,131
ID912793115,317/99 Dow St,PORT MELBOURNE,520000.0,u,8/04/2017,2,1.0,1.0,2166.0,7.0,-37.8415,144.9412,22238,3434.826735974157,3.5,False,84.33333333333333,293.3333333333333,23.0,Port Melbourne Primary School,945.9371266020484,325,Albert Park College,654.0652124541239,131
ID210018209,73 Heath St,PORT MELBOURNE,1014000.0,h,26/07/2016,1,1.0,0.0,151.0,9.0,-37.835,144.9444,22238,2718.4496424273525,3.5,False,610.0,1743.6666666666667,228.0,Galilee Regional Catholic Primary School,924.3196890805048,208,Albert Park College,1120.7077898158357,131
ID799767674,26 Bridport St,SOUTH MELBOURNE,2800000.0,h,15/07/2017,3,2.0,2.0,216.0,159.0,-37.83863,144.96208,22238,2302.9019123975727,3.5,False,885.0,1901.0,227.66666666666666,South Melbourne Park Primary School,219.18790534178564,not ranked,MacRobertson Girls High School,912.6052513210876,not ranked
ID131906548,27 Barrett St,ALBERT PARK,2140000.0,h,27/06/2016,4,2.0,1.0,183.0,139.0,-37.8434,144.9495,22238,3187.6764939334494,3.5,False,610.0,1743.6666666666667,228.0,Albert Park Primary School,333.0279543139735,306,Albert Park College,243.5148560508366,131
ID775648797,99 Merton St,ALBERT PARK,1900000.0,h,27/05/2017,3,1.0,1.0,186.0,129.0,-37.84431,144.95532,22238,3070.4894580627993,3.5,False,941.3333333333334,5813.0,575.6666666666666,Albert Park Primary School,351.19217259190026,306,Albert Park College,701.5124859496085,131
ID976361542,13/297 Dorcas St,SOUTH MELBOURNE,1750000.0,t,12/08/2017,3,3.0,2.0,100.0,38.0,-37.83453,144.95782,22238,1976.9868882644766,3.5,False,717.3333333333334,1763.0,318.6666666666667,Galilee Regional Catholic Primary School,320.65978154144653,208,Victorian College Of The Arts Secondary School,930.0701127224263,not ranked
ID871915389,101/8 Wells St,SOUTHBANK,732000.0,u,29/07/2017,2,1.0,0.0,3901.0,23.0,-37.82618,144.96891000000005,22238,893.1460798215786,3.5,False,2524.3333333333335,12864.666666666666,738.6666666666666,Melbourne Grammar School,1094.7871281712996,79,Victorian College Of The Arts Secondary School,429.7913172305834,not ranked
ID256009919,1509/152 Sturt St,SOUTHBANK,569000.0,u,11/03/2017,2,2.0,1.0,3878.0,7.0,-37.8255,144.9665,22238,801.9517160973062,3.5,False,142.0,344.6666666666667,39.333333333333336,South Melbourne Primary School,1220.6129228080324,not ranked,Victorian College Of The Arts Secondary School,339.8575993229668,not ranked
ID829035119,247 York St,SOUTH MELBOURNE,1250000.0,h,8/10/2016,3,2.0,0.0,224.0,129.0,-37.8329,144.9529,22238,2041.7618416435555,3.5,False,136.33333333333334,302.6666666666667,42.0,South Melbourne Primary School,399.0121608843363,not ranked,Victorian College Of The Arts Secondary School,1165.7471626178933,not ranked
ID849386524,396 Dorcas St,SOUTH MELBOURNE,1620000.0,h,3/12/2016,4,2.0,0.0,163.0,129.0,-37.8355,144.951,22238,2373.609115580405,3.5,False,334.6666666666667,1407.6666666666667,88.33333333333333,Galilee Regional Catholic Primary School,342.95744324668937,208,Albert Park College,1082.6466471996448,131
ID993520435,9 Hounslow Grn,CAROLINE SPRINGS,1150000.0,h,24/06/2017,5,5.0,4.0,688.0,13.0,-37.74281,144.72513,52011,2937.7017680116073,28.25,False,1021.6666666666666,5132.0,325.0,Brookside P-9 College,1134.5627341503387,not ranked,Brookside P-9 College,1134.5627341503387,not ranked
ID953990135,7 Whitty St,SUNSHINE,555000.0,h,18/06/2016,2,1.0,1.0,254.0,49.0,-37.7881,144.8354,22241,227.10139686059173,15.842105263157896,False,659.0,5219.333333333333,338.3333333333333,Our Lady of the Immaculate Conception School,150.95231999389816,not ranked,Sunshine College,604.3912930149552,233
ID972241190,54 Ardoyne St,SUNSHINE,940000.0,h,6/05/2017,3,2.0,2.0,572.0,69.0,-37.7966,144.8256,22241,1102.5584469425992,15.842105263157896,False,330.3333333333333,1855.0,82.0,St Peter's School,666.9717480690356,345,Sunshine College,761.2945837414062,233
ID460425939,10 Matthews St,SUNSHINE,960000.0,h,15/07/2017,3,2.0,2.0,655.0,34.0,-37.79352,144.84318000000005,22241,1062.5558975521687,15.842105263157896,True,1412.0,6364.0,699.3333333333334,Our Lady of the Immaculate Conception School,808.9195452228378,not ranked,Caroline Chisholm Catholic College,1047.873110907643,not ranked
ID572789678,1 Moama St,BRAYBROOK,765000.0,h,25/02/2017,3,1.0,1.0,658.0,59.0,-37.7905,144.8485,22241,1391.5290773719325,15.842105263157896,False,1666.0,9333.666666666666,523.0,Dinjerra Primary School,683.0885304948223,not ranked,Caroline Chisholm Catholic College,535.5613469940137,not ranked
ID506771035,19 Balcombe St,SUNSHINE NORTH,555000.0,h,4/06/2016,3,1.0,1.0,565.0,79.0,-37.7781,144.8451,22241,1582.9705212272765,15.842105263157896,False,271.6666666666667,771.6666666666666,74.0,Sunshine Harvester Primary School,540.5794857671715,not ranked,Braybrook College,215.12745610515003,139
ID666256663,8 Station Pl,SUNSHINE,880000.0,h,19/11/2016,3,1.0,3.0,463.0,94.0,-37.7905,144.8359,22241,344.1599446448862,15.842105263157896,False,925.6666666666666,4701.333333333333,308.6666666666667,Our Lady of the Immaculate Conception School,120.60564458561049,not ranked,Sunshine College,593.4542894509929,233
ID351033805,10/117 Anderson Rd,ALBION,185000.0,u,22/08/2016,1,1.0,1.0,2347.0,44.0,-37.7852,144.8272,22241,622.4647236113929,15.842105263157896,False,1202.0,5034.333333333333,333.0,St Theresa's School,701.2398041373273,393,Sunshine College,600.1501073873619,233
ID243201918,3/1 Centre St,SUNSHINE,660000.0,u,17/06/2017,4,2.0,2.0,283.0,12.0,-37.78579000000001,144.83597,22241,409.19671324525905,15.842105263157896,False,885.0,1901.0,227.66666666666666,Our Lady of the Immaculate Conception School,408.99856326703116,not ranked,Sunshine College,786.5692600380358,233
ID568372652,36 Westgate St,OAKLEIGH,1205000.0,h,13/05/2017,3,2.0,1.0,570.0,64.0,-37.9066,145.0869,19917,704.2095017336137,29.607142857142858,False,84.33333333333333,293.3333333333333,23.0,Sacred Heart School,530.4276162755536,203,Sacred Heart Girls' College,499.0996728713792,93
ID822559121,12 Beverley Gr,MOUNT WAVERLEY,1800000.0,h,3/09/2017,3,2.0,2.0,786.0,104.0,-37.87834,145.12131000000005,19917,3797.4777287978495,29.607142857142858,False,941.3333333333334,5813.0,575.6666666666666,Mount Waverley Primary School,408.2356281297225,111,Avila College,1126.231949949812,102
ID384779947,52 Paloma St,BENTLEIGH EAST,1330000.0,h,17/06/2017,4,2.0,2.0,566.0,69.0,-37.91503,145.07997,19917,1788.470185322909,29.607142857142858,False,3767.6666666666665,18925.0,2042.3333333333333,Coatesville Primary School,791.3770200734515,271,South Oakleigh Secondary College,1182.7877003463734,not ranked
ID496952081,5 Kennedy St,BENTLEIGH EAST,1475000.0,h,17/09/2016,5,2.0,2.0,729.0,9.0,-37.9191,145.075,19917,2390.0149537591815,29.607142857142858,False,1363.6666666666667,6287.666666666667,564.3333333333334,Coatesville Primary School,162.56188189528814,271,St James' College,880.5214431119236,not ranked
ID761004997,37 Darling St,HUGHESDALE,1210000.0,h,22/08/2016,3,1.0,2.0,730.0,79.0,-37.9034,145.0796,19917,835.8384583275395,29.607142857142858,False,355.0,1070.3333333333333,122.66666666666667,Hughesdale Primary School,321.5281895649674,221,Sacred Heart Girls' College,585.8482949195015,93
ID584398951,30 Kinrade St,HUGHESDALE,1316000.0,h,6/08/2016,3,1.0,2.0,715.0,70.0,-37.9072,145.0762,19917,1307.166164794232,29.607142857142858,True,610.0,1743.6666666666667,228.0,Hughesdale Primary School,197.29946032408813,221,Sacred Heart Girls' College,1033.3951643992777,93
ID588039284,6/28 The Avenue,WINDSOR,650000.0,u,16/07/2016,2,2.0,1.0,0.0,9.0,-37.8554,144.9982,19957,546.6906077147469,15.5,False,87.33333333333333,252.0,37.0,Windsor Primary School,305.52370268348216,not ranked,Presentation College Windsor,394.7961854983137,not ranked
ID631165976,26 Nelson St,ST KILDA,808000.0,h,18/03/2017,2,1.0,0.0,124.0,111.0,-37.8562,144.9848,19957,636.1158149508233,15.5,False,885.0,1901.0,227.66666666666666,St Kilda Park Primary School,651.6836016266627,73,St Michael's Grammar School,700.5118900609798,58
ID127488845,23A Havelock St,ST KILDA,1120000.0,h,8/04/2017,2,1.0,0.0,135.0,89.0,-37.8661,144.9802,19956,1229.1089151547133,17.5,True,817.6666666666666,1779.6666666666667,181.0,Yesodei HaTorah College,844.4225738122425,277,Yesodei HaTorah College,844.4225738122425,38
ID157676760,8/9 The Avenue,WINDSOR,410000.0,u,8/07/2017,1,1.0,1.0,0.0,59.0,-37.85687,144.99748,19957,487.1123794629103,15.5,False,1214.6666666666667,5603.666666666667,375.3333333333333,Windsor Primary School,164.46276285391508,not ranked,Presentation College Windsor,257.42258209548396,not ranked
ID908105756,4 Frampton St,ST KILDA,1000000.0,h,23/09/2017,2,1.0,1.0,106.0,119.0,-37.86191,144.98655,19957,810.8458019461965,15.5,False,2897.3333333333335,11243.0,942.0,Cheder Levi Yitzchok Inc,494.2163249341936,not ranked,Cheder Levi Yitzchok Inc,494.2163249341936,not ranked
ID271587169,19 Newry St,WINDSOR,1400000.0,h,17/06/2017,3,1.0,0.0,364.0,49.0,-37.85538,145.00013,19957,715.4000783756715,15.5,False,959.0,4476.666666666667,324.0,Windsor Primary School,444.9004367551456,not ranked,Christian Brothers' College St Kilda,521.9272184970852,not ranked
ID994529709,17/51 Chapel St,ST KILDA,360000.0,u,16/07/2016,1,1.0,1.0,0.0,89.0,-37.8627,144.9912,19957,743.5476955917493,15.5,False,1100.6666666666667,3636.3333333333335,457.3333333333333,Cheder Levi Yitzchok Inc,245.50142582279435,not ranked,Cheder Levi Yitzchok Inc,245.50142582279435,not ranked
ID185313880,2/25 Acland St,ST KILDA,1077000.0,t,13/05/2017,2,1.0,1.0,455.0,129.0,-37.8636,144.9749,19957,1724.4288121196919,15.5,False,98.66666666666667,190.66666666666666,19.0,St Kilda Park Primary School,661.2245687708878,73,Yesodei HaTorah College,1310.8679101164641,38
ID501473066,1a Primrose St,WINDSOR,1605000.0,h,18/03/2017,4,1.0,1.0,230.0,19.0,-37.8549,144.9948,19957,274.82231965273735,15.5,False,2897.3333333333335,11243.0,942.0,Windsor Primary School,278.1388047444521,not ranked,Presentation College Windsor,305.2414599161081,not ranked
ID361703167,5/170 St Kilda Rd,ST KILDA,450000.0,u,22/08/2016,2,1.0,1.0,841.0,13.0,-37.8612,144.985,19957,842.9491738181205,15.5,False,278.0,489.0,65.0,St Michael's Grammar School,604.1107515167203,275,St Michael's Grammar School,604.1107515167203,58
ID617299070,2/6 Redan St,ST KILDA,481000.0,u,16/07/2016,2,1.0,1.0,0.0,53.0,-37.8596,144.9889,19957,481.4757543550004,15.5,True,824.6666666666666,1890.3333333333333,159.33333333333334,St Michael's Grammar School,232.79341885947187,275,St Michael's Grammar School,232.79341885947187,58
ID296200182,10/81 Alma Rd,ST KILDA,495000.0,u,4/03/2017,2,1.0,1.0,0.0,49.0,-37.8616,144.9907,19957,628.518452568404,15.5,False,313.3333333333333,545.3333333333334,65.66666666666667,Cheder Levi Yitzchok Inc,156.62439222671009,not ranked,Cheder Levi Yitzchok Inc,156.62439222671009,not ranked
ID949528153,19 Browning Dr,TEMPLESTOWE,2000000.0,h,17/06/2017,4,2.0,2.0,457.0,23.0,-37.76951,145.16182,19898,5723.2908194160655,30.060606060606062,False,647.0,2861.3333333333335,222.66666666666666,Serpell Primary School,551.3301729249202,10,East Doncaster Secondary College,1433.5315093568302,not ranked
ID991988120,6 Conrad Ct,BLACKBURN NORTH,1001000.0,h,17/06/2017,3,1.0,1.0,671.0,49.0,-37.802,145.15828,19898,2138.9206715688915,30.060606060606062,False,1214.6666666666667,5603.666666666667,375.3333333333333,Beverley Hills Primary School,655.3962836260267,7,Blackburn High School,1188.3697245702006,216
ID397346521,72 Wilson St,CHELTENHAM,1160000.0,h,23/09/2017,3,2.0,2.0,534.0,39.0,-37.9583,145.06041000000005,52095,992.1308497228362,42.6,False,2047.6666666666667,9171.0,742.3333333333334,Le Page Primary School,687.0774396361235,not ranked,Cheltenham Secondary College,884.0607408262838,285
ID969494478,20 Lockley St,HADFIELD,827000.0,h,3/06/2017,3,1.0,2.0,676.0,59.0,-37.70328,144.94161,19961,1547.8857929513408,38.0,True,1841.6666666666667,9184.666666666666,533.3333333333334,Belle Vue Park Primary School,309.38249520127306,not ranked,Glenroy Private,1248.2441769620943,not ranked
ID964372143,56 Middle St,HADFIELD,725000.0,h,13/05/2017,3,1.0,2.0,585.0,6.0,-37.71,144.9464,19962,1347.6855477609342,36.0,False,647.0,2861.3333333333335,222.66666666666666,St Thomas More's School,327.55121427854095,not ranked,Pascoe Vale Girls Secondary College,1276.896229349364,not ranked
ID196738141,256 McBryde St,FAWKNER,640000.0,h,25/02/2017,3,1.0,4.0,533.0,54.0,-37.6985,144.9778,19961,1684.4598877747703,38.0,False,2494.6666666666665,11307.0,1410.0,St Matthew's School,868.3318359507703,not ranked,John Fawkner Secondary College,702.520102602203,not ranked
ID586249588,1/12 Brooks St,FAWKNER,460000.0,t,15/10/2016,3,1.0,1.0,314.0,49.0,-37.7066,144.9733,19961,1431.345825456761,38.0,False,925.6666666666666,4701.333333333333,308.6666666666667,Darul Ulum College of Victoria,212.39530581468838,438,Darul Ulum College of Victoria,212.39530581468838,261
ID182839947,134 John St,GLENROY,575500.0,h,8/10/2016,3,1.0,1.0,701.0,69.0,-37.6953,144.9397,19961,1791.824756034353,38.0,False,659.0,5219.333333333333,338.3333333333333,Belle Vue Park Primary School,755.1994826746487,not ranked,Glenroy Private,959.6609338243658,not ranked
ID719258650,3/2 Kardella St,MALVERN EAST,707500.0,u,18/06/2016,3,1.0,1.0,170.0,44.0,-37.8689,145.0504,22248,1177.5903775802205,19.0,False,1654.0,9119.666666666666,550.0,St Mary's School,509.0016676011756,159,Sacre Coeur,802.2224315583558,16
ID798710040,3 Fairview Gr,GLEN IRIS,3365000.0,h,28/05/2016,5,2.0,2.0,1339.0,94.0,-37.8649,145.0547,22248,1760.4721510115141,19.0,False,659.0,5219.333333333333,338.3333333333333,Korowa Anglican Girls' School,383.63867914102815,22,Korowa Anglican Girls' School,383.63867914102815,13
ID726366914,35 Warley Rd,MALVERN EAST,2350000.0,h,3/12/2016,5,2.0,2.0,567.0,104.0,-37.8786,145.0495,22248,625.8883096612966,19.0,False,71.0,261.0,20.0,St Mary's School,690.537938371293,159,Glen Eira College,1282.3707868527897,215
ID745461356,7 Adeney St,BALWYN NORTH,2400000.0,h,22/07/2017,5,4.0,2.0,742.0,39.0,-37.80218,145.10063,19896,1967.6119693333546,28.818181818181817,False,2532.3333333333335,5455.0,713.0,Greythorn Primary School,418.9596599918592,93,Box Hill Senior Secondary College,1265.6518834453545,not ranked
ID680799128,20 Ajax St,BALWYN NORTH,1620000.0,h,16/07/2016,4,2.0,1.0,654.0,59.0,-37.7885,145.0854,19896,3871.256759836273,28.818181818181817,False,925.6666666666666,4701.333333333333,308.6666666666667,Boroondara Park Primary School,242.8515233134494,192,Balwyn High School,1288.958753571101,44
ID225898630,17 Rowland St,MONT ALBERT,2850000.0,h,3/09/2016,4,2.0,2.0,1388.0,69.0,-37.82,145.1118,19896,554.998854217554,28.818181818181817,False,958.6666666666666,5673.0,628.0,Our Holy Redeemer School,1030.7557725178524,219,Box Hill Senior Secondary College,1197.4750117915044,not ranked
ID808098239,27 Burroughs Rd,BALWYN,3812000.0,h,29/07/2017,5,4.0,2.0,729.0,7.0,-37.806,145.09511,19896,1753.1744345208938,28.818181818181817,False,1841.6666666666667,9184.666666666666,533.3333333333334,Greythorn Primary School,514.551927561435,93,Box Hill Senior Secondary College,1520.7434924118509,not ranked
ID127162142,8 Charles St,SURREY HILLS,1530000.0,h,8/10/2016,4,2.0,2.0,486.0,129.0,-37.8258,145.1116,19896,887.8050749009377,28.818181818181817,False,136.33333333333334,302.6666666666667,42.0,Our Lady of Perpetual Succour School,474.2399069528061,178,Kingswood College,992.4854644703023,106
ID382302848,14 Wanbrow Av,BALWYN NORTH,1950000.0,h,3/09/2017,5,3.0,2.0,743.0,70.0,-37.80235,145.09311,19896,2192.395714511955,28.818181818181817,False,941.3333333333334,5813.0,575.6666666666666,Greythorn Primary School,271.15695873702384,93,Balwyn High School,1521.4853605035369,44
ID639026312,2/11 Winfield Rd,BALWYN NORTH,860000.0,t,10/12/2016,2,2.0,2.0,204.0,27.0,-37.8008,145.10399999999996,19896,2077.8166236467623,28.818181818181817,False,83.0,299.6666666666667,13.0,St Bridget's School,546.6341825366121,256,Box Hill Senior Secondary College,1169.1655301441426,not ranked
ID580691250,4/2 Paul St,DONCASTER,1090000.0,t,22/04/2017,4,3.0,2.0,242.0,24.0,-37.7866,145.1046,19896,3655.071999512245,28.818181818181817,False,717.3333333333334,1763.0,318.6666666666667,St Bridget's School,1044.7731613603123,256,Koonung Secondary College,2076.4329661996912,94
